overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
5.0,,False,"04 13, 2017",A1826QDE8FZMQE,0374300216,{'Format:': ' Board book'},The Fair Critic,"Great children's book, I got it for my niece. It will hold up under a lot of use. Well built!

Cute little story book!",Great children's book,1492041600,
3.0,,True,"04 13, 2017",A6LPFH6GS07BU,0374300216,{'Format:': ' Board book'},Laura Keith,Looks like it is going to fit right in with the African theme our friends have,Three Stars,1492041600,
5.0,2,True,"04 12, 2017",AK6P5AEL1RQF9,0374300216,{'Format:': ' Board book'},Kindle Customer,"Child is very observant. Teaches etiquette and manners, in the right settibg. Opens the door for parental discussion or elaboration.",Correct Behavioral Instruction,1491955200,
5.0,,True,"04 11, 2017",A2RRM6KSBY6XGV,0374300216,{'Format:': ' Board book'},Dark Sky,Grand kids liked it,Five Stars,1491868800,
4.0,,True,"04 11, 2017",A3PODTFR8GQ0SJ,0374300216,{'Format:': ' Board book'},Colleen,Cute little bedtime story.,Four Stars,1491868800,
5.0,,True,"04 10, 2017",A2TFYF4BTG0TRE,0374300216,{'Format:': ' Board book'},SS24181110,Great book for little ones!,Five Stars,1491782400,
5.0,,False,"04 5, 2017",A1O4AJXS7799D6,0374300216,{'Format:': ' Board book'},AmandaZ,Super cute baby book,Supet cute,1491350400,
5.0,,True,"04 4, 2017",A360A1C8L93IUD,0374300216,{'Format:': ' Board book'},Brandi W.,This book is cute and sweet. We got it as a baby shower gift and then ordered one for ourselves.,Adorable,1491264000,
5.0,,True,"04 2, 2017",A3EHCSQFQKYW6,0374300216,{'Format:': ' Board book'},Lisa W.,Such a cute book!,So cute!,1491091200,
5.0,,True,"04 1, 2017",A1M08T953SXD0N,0374300216,{'Format:': ' Board book'},Amazon Customer,Kid loves it so I love it.,Good short read.,1491004800,
5.0,,True,"03 28, 2017",A1BYHRYC78ETAQ,0374300216,{'Format:': ' Board book'},Holly,My son loves this book he's 16 months old and he makes me read his favorite pages over and over again LOL,Great bedtime book,1490659200,
5.0,,True,"03 27, 2017",A2EPWNEHGHIJOG,0374300216,{'Format:': ' Board book'},Roy Mis,A classic!,Great Book!,1490572800,
3.0,,True,"03 25, 2017",A3LB5OQLO9DO2N,0374300216,{'Format:': ' Paperback'},MomLife,"I bought this book because I thought
it seemed sweet and funny. It's not funny, but it is kind of sweet. We don't read it anymore because it's weird to read a book about animals kissing to a 3yo.",Good for a read or two,1490400000,
2.0,2,True,"03 21, 2017",A1OMDTVWVICUAM,0374300216,{'Format:': ' Board book'},bewarm,The book looked used. I don't feel comfortable giving this as a baby shower gift because it looks like I just grabbed an old book off my shelf.,Looks used,1490054400,
5.0,,True,"03 18, 2017",AQEMA0H1KGCE9,0374300216,{'Format:': ' Board book'},Amazon Customer,Neat,Five Stars,1489795200,
5.0,,True,"03 17, 2017",A2IK2U7FT7X21,0374300216,{'Format:': ' Board book'},DIJRVC,Adorable book,adorable book,1489708800,
5.0,,True,"03 15, 2017",A2DL9K3V0ELM3D,0374300216,{'Format:': ' Board book'},R Barnett,"Love,love, love it!",Five Stars,1489536000,
5.0,,True,"03 12, 2017",AGEE57MOSJGSY,0374300216,{'Format:': ' Board book'},Bob,Great read for the baby,You will love it !,1489276800,
5.0,,True,"03 10, 2017",AZPXAGYLJ3FU3,0374300216,{'Format:': ' Board book'},Me_LissaH,Got this book for my niece and she loved it.,Got this book for my niece,1489104000,
5.0,,False,"03 10, 2017",ARE646MG4OO0X,0374300216,{'Format:': ' Board book'},Duane,Adorable book : ),Sweet book,1489104000,
5.0,4,True,"03 6, 2017",A37IPE9TFVM6MW,0374300216,{'Format:': ' Board book'},DeeDee,This book was a gift for a new mother.  It looked like a very sweet story and the illustrations were darling.  The book arrived in perfect condition and on time.,It looked like a very sweet story and the illustrations were darling,1488758400,
5.0,,True,"03 6, 2017",A14OQBSF0RZ1AW,0374300216,{'Format:': ' Board book'},S. Porter,Such a sweet book!! Nice and sturdy good for little hands. And actually kind of long for a toddler book which we like!!,Super sweet book,1488758400,
5.0,,False,"03 3, 2017",A1RTTHO92BT995,0374300216,{'Format:': ' Board book'},Susan Fiddler,My cousin said the book is adorable!,Five Stars,1488499200,
5.0,,True,"03 2, 2017",A35J6BPQGIRGUF,0374300216,{'Format:': ' Board book'},Blonde Book Bee,Absolutely precious book!!,Five Stars,1488412800,
5.0,,True,"03 1, 2017",A1UVI5L8QF32GO,0374300216,{'Format:': ' Board book'},Bernie Connelly,"Good buy, quick Delivery",Five Stars,1488326400,
4.0,,False,"02 27, 2017",A1GQAKL9CGQLP1,0374300216,{'Format:': ' Board book'},L. M. Keefer,"Sweet story about an abundance of animals who kissed each other goodnight: Mama penguin and chick, sloth and her cub, wolf and pup, bear and her cub, parrot and chick, mama python and hatchling, walrus calf and her papa, peacock and chick, sloth and her cub and more.

This is a fun book about all of these parents and baby animals.  It would be a happy good night book with all of the affection showed.",Parent and Baby Animals Show Affection,1488153600,
5.0,,True,"02 27, 2017",ADWKR8S4WONB9,0374300216,{'Format:': ' Board book'},Amazon Customer,good book,Five Stars,1488153600,
5.0,,True,"02 21, 2017",A3JKUUL2RLDONM,0374300216,{'Format:': ' Board book'},Donna Basham,A gift.,Five Stars,1487635200,
5.0,,True,"02 19, 2017",A1RRMCJHGTK20X,0374300216,{'Format:': ' Board book'},war lover,Nice book,Nice book,1487462400,
5.0,2,True,"02 19, 2017",A2K5XHTHA06T70,0374300216,{'Format:': ' Board book'},TXAMYRN,"Very cute book, my 2 year loves it. It has adorable pictures of animals and their babies and is the perfect book to settle your little one into a peaceful slumber.",Cute book,1487462400,
1.0,3,True,"02 18, 2017",A3TC6OQWZDBSIN,0374300216,{'Format:': ' Board book'},DJ,"There really wasn't much substance to the book, made up words that were poorly rhymed. I wouldn't even give this as a regift.",Not a fan,1487376000,
5.0,,True,"02 17, 2017",A1CC3J2FFZ0548,0374300216,{'Format:': ' Board book'},Sara K,"So sweet, lovely artwork. We enjoy reading this to our daughter before bed, she is now 14 months old and we've been reading it to her for months. Sometimes, mid-book, she'll stop and plant a wide-mouth slobbery kiss on mom & dad :)","So sweet, lovely artwork",1487289600,
5.0,,True,"02 15, 2017",A27NL3NE5VVYMB,0374300216,{'Format:': ' Board book'},C. Jewell,Very cute story.  Was a gift for my grand son (1 1/2 years old).  He sat and listened to the story and made the animal sounds.  And then - he gave me a very sweet kiss!,Cute story...,1487116800,
5.0,,False,"02 15, 2017",A2WP2M1QSDXQ3X,0374300216,{'Format:': ' Board book'},loves2shop,Nice pictures. Colorful. Sweet idea for a children's book.,Makes you smile.,1487116800,
5.0,,False,"02 12, 2017",A25ABR5964IS63,0374300216,{'Format:': ' Board book'},Bush,"Perfect for a gift. Boys and girls love it. I've given it to a 4 year old girl and 3 year old boy. Both love it so much they ask for it to be read to them nightly. With kids growing in sizes and maturing at different rates, it's always hard to find a gift for a child. I would recommend this for parents as well as anyone buying a child under 8 years old a gift.","Great read, Children of all ages love it",1486857600,
4.0,,True,"02 11, 2017",ATP1HDXGJ65H9,0374300216,{'Format:': ' Board book'},Hollie,"Cute book to read to your kids at night. My son and I have fun picking out an animal we'll try to ""kiss"" as. :)
http://amzn.to/2lwtWqA","My son and I have fun picking out an animal we'll try to ""kiss"" as",1486771200,
5.0,,True,"02 11, 2017",A3R03FTMTV8CMJ,0374300216,{'Format:': ' Board book'},Mike Z.,Perfect for our granddaughter's library,Five Stars,1486771200,
5.0,,True,"02 11, 2017",A22B7AD2XUP3EH,0374300216,{'Format:': ' Board book'},Karen,"Fun book.  Bought Bedtime originals plush toy, Humphrey elephant to go with it,",Perfect twosome!,1486771200,
5.0,,True,"02 10, 2017",A1VKTR2SGRO0LD,0374300216,{'Format:': ' Board book'},Angry buyer,Purchased ad a baby shower gift. It was a big hit,Gift well received,1486684800,
5.0,,True,"02 9, 2017",A96ZUBRLBZSB,0374300216,{'Format:': ' Board book'},Kathy A.,"Truly LOVE these books!
And my grandchildren enjoy reading over and over again!
Fast, efficient delivery!  Thank you!
Great quality product!",Truly LOVE these books,1486598400,
5.0,,False,"02 6, 2017",A3FX1OUSY6HZ9G,0374300216,{'Format:': ' Board book'},Stephanie,"Super cute, made a great gift to my brother to read to my new nephew.",Cute book,1486339200,
5.0,,True,"02 4, 2017",AHQYXLIQMKNBH,0374300216,{'Format:': ' Board book'},Mellissa L.  Thomas,very cute story. it should be a must have for any new parent or grand parent to read to their little one.,Very cute story & pictures. Your little one will love it. :),1486166400,
5.0,,True,"02 4, 2017",A2TJRYOV5GV16Y,0374300216,{'Format:': ' Board book'},JW,Sweet book with cute illustrations.,Sweet book,1486166400,
5.0,,True,"02 4, 2017",A2R5YMEZ5R35QS,0374300216,{'Format:': ' Board book'},sk8rsmom,"My favorite so far, this is a lovely book for babys/toddler understanding mommie baby relationships.  It depicts animal characters off all kinds lovingly together sharing a good night.  Very pretty colors, well made not too big for little hands.  Very pleased with all these hard books.",beautiful little book,1486166400,
5.0,,True,"01 29, 2017",A1U1V7SI4BXYAG,0374300216,{'Format:': ' Board book'},Keel,such a cute book :),Five Stars,1485648000,
5.0,,True,"01 28, 2017",A69I10IE6Y38L,0374300216,{'Format:': ' Board book'},patty bradley,Cute,Five Stars,1485561600,
5.0,,False,"01 27, 2017",A1O1PQQ0Q5T3X6,0374300216,{'Format:': ' Board book'},Amazon Customer,Very cute read!,Five Stars,1485475200,
5.0,,True,"01 23, 2017",A19P1NUWTKNFIO,0374300216,{'Format:': ' Board book'},Theresa,"Super cute!
Expectations met, happy with product.",Super cute! Expectations met,1485129600,
5.0,,True,"01 20, 2017",A2BQ6UG94TEUL1,0374300216,{'Format:': ' Board book'},Amazon Customer,"I did not get a chance to read this to grand kids at Christmas, but I read it and liked it.  :-)",but I read it and liked it.,1484870400,
5.0,,True,"01 20, 2017",AGRWGUHRS7GRE,0374300216,{'Format:': ' Board book'},Notta Chan,A Gift!,A Gift!,1484870400,
5.0,,True,"01 18, 2017",A3MBE4TIK96GQK,0374300216,{'Format:': ' Board book'},Windylee,"This was a gift for a new grandson.  I will be able to read it to him and he will be able to look at it.  It is a thick book for little people to look at
who would like to chew on thin paper.",Great first book.,1484697600,
5.0,,True,"01 17, 2017",A2E9OG572GXSNI,0374300216,{'Format:': ' Board book'},Kay Decker,"This is a cute board book that I bought for my 2-month old great-nephew.  Even though he's a bit young for books at this point, his parents read him at least 2 books every day.  He really seems to enjoy this particular book.  Highly recommended!",Adorable book for babies!,1484611200,
5.0,,True,"01 16, 2017",A34I5YAH6R5S46,0374300216,{'Format:': ' Board book'},Cathy Poppino,new grandbaby xmas book,Five Stars,1484524800,
5.0,,True,"01 16, 2017",AF6HC9ERI9NFB,0374300216,{'Format:': ' Board book'},Lindafb,Cute book,Five Stars,1484524800,
5.0,,True,"01 16, 2017",A288IV2VKYOF9H,0374300216,{'Format:': ' Board book'},Dollie,love,Five Stars,1484524800,
5.0,,True,"01 14, 2017",A30FX121B1VT9G,0374300216,{'Format:': ' Board book'},onedove,Excellent,Five Stars,1484352000,
5.0,,False,"01 13, 2017",A3IB1YQNPJ403K,0374300216,{'Format:': ' Board book'},Karen M. Brown,Grandson loved the book. Fast delivery.,Speedy delivery and grandson loves the book.,1484265600,
5.0,,True,"01 13, 2017",A3IB374IR1GUYU,0374300216,{'Format:': ' Board book'},moonshine356,Great gift.,Five Stars,1484265600,
4.0,,True,"01 13, 2017",A32FGP2WVJQZU2,0374300216,{'Format:': ' Board book'},Dorothy Schmidt,very good,Four Stars,1484265600,
4.0,,True,"01 12, 2017",A2KY0TCJJ5DM98,0374300216,{'Format:': ' Board book'},Kandi E,Bought for a little boy and he liked it a lot,Four Stars,1484179200,
1.0,3,True,"01 11, 2017",A19H8VGNBZTFHL,0374300216,{'Format:': ' Board book'},Anonymous Reviewer,I ordered a new book and this one is obviously well used.,Used!,1484092800,
5.0,,True,"01 10, 2017",A2A84ELV7V9NSP,0374300216,{'Format:': ' Board book'},Lisa Loveless,Thanks!,Five Stars,1484006400,
5.0,,True,"01 9, 2017",AJTYHY2FQYOAU,0374300216,{'Format:': ' Board book'},Amazon Customer,"Nice little book,  got it for my nephew.",Five Stars,1483920000,
5.0,,True,"01 8, 2017",A8CQ5VJ0XWS9Q,0374300216,{'Format:': ' Board book'},Patty,Great book for 2 year old granddaughter!,Nice book,1483833600,
5.0,,True,"01 7, 2017",A6MMQXHL5EWX4,0374300216,{'Format:': ' Board book'},Rhonda Williamson,So cute. Great for teaching the differences in how bodies are made and what it takes for the different shaped bodies to hug or kiss. Illustration is great. Even Gran loves this book. I bought the board book.,If Animals Kissed Good Night ... Ann Whitford Paul,1483747200,
5.0,,True,"01 7, 2017",A3TIQ523O0W6OQ,0374300216,{'Format:': ' Board book'},Lisa Colucci,Good,Five Stars,1483747200,
5.0,,False,"01 5, 2017",A1WNZT5A0QT985,0374300216,{'Format:': ' Board book'},MICHELE PELTIER,A book is always a great purchase.,Five Stars,1483574400,
5.0,,True,"01 5, 2017",ASQSGAW0TQHV4,0374300216,{'Format:': ' Board book'},joyce malk,1st birthday!!!!!!!,Five Stars,1483574400,
5.0,,True,"01 3, 2017",A139ILL4VJJVY5,0374300216,{'Format:': ' Board book'},Maida M Gordon,Loved it!,Five Stars,1483401600,
5.0,,True,"01 2, 2017",A3DU9V56K12BW0,0374300216,{'Format:': ' Board book'},Rosemary Q Monk,Granddaughter loved it,Five Stars,1483315200,
5.0,,True,"12 30, 2016",ALC1WQVVNCN7Y,0374300216,{'Format:': ' Board book'},L. J. FINE,Such a darling little story.  Our kiddos love it.,Good book,1483056000,
5.0,,True,"12 30, 2016",A1NFRVPGFBN2RK,0374300216,{'Format:': ' Board book'},Squirrelly,Great for little kids.,Five Stars,1483056000,
5.0,,True,"12 30, 2016",A2RSNYTZ7EV18,0374300216,{'Format:': ' Board book'},Lori L. Dixon,Love It...,Five Stars,1483056000,
5.0,,True,"12 29, 2016",A3JTPBKH33P1QX,0374300216,{'Format:': ' Board book'},Jane0725,We love this book! Great for bedtime reading!,Five Stars,1482969600,
5.0,,True,"12 27, 2016",ALTBXGGTJSLXT,0374300216,{'Format:': ' Board book'},Amazon Customer,Grand daughter loves it!,Five Stars,1482796800,
5.0,,True,"12 26, 2016",A15WSZ11YEOKMU,0374300216,{'Format:': ' Board book'},CalPolyTennisGuy,The kids love it. That is all I care about.,Good purchase,1482710400,
3.0,2,True,"12 26, 2016",A2OSGLPSH6OGKQ,0374300216,{'Format:': ' Board book'},Mom-OF-Three,"It's a cute idea. The pictures are pretty. It's about parent animals kissing their babies good night. I like it overall... there's just the fact that the beginning of the book starts with a momma sloth kissing her baby and they kiss the entire book. Literally, the last page is the momma and baby sloth STILL kissing good night. I'm sure the kids probably won't think anything about it, but my mother and my husband both agreed that it was a little creepy lol.",The pictures are pretty. It's about parent animals kissing their babies good ...,1482710400,
5.0,,True,"12 23, 2016",A135AV20ZYHIHF,0374300216,{'Format:': ' Board book'},Kelly Land,Happy with purchase,Five Stars,1482451200,
4.0,,True,"12 22, 2016",A3FYYWUL6T9VN3,0374300216,{'Format:': ' Board book'},JACliff,"I've literally always wondered how it would be if animals kissed goodnight, and now I know! And so does my baby girl!",Mind: Blown,1482364800,
5.0,,True,"12 20, 2016",A2G27U6U9JWPBO,0374300216,{'Format:': ' Board book'},Jules Davey,"I don't know where this book ranks for my one year old son, but it's my current favorite. It's rare when a book succeeds in concept, execution AND art. This one does it.","Must Own Book, in this new parent's opinion",1482192000,
5.0,,True,"12 19, 2016",ALIK47QD1MX51,0374300216,{'Format:': ' Board book'},robyn,great,Five Stars,1482105600,
